subject_id,s_accession,query_id,q_accession,e_value,bitscore,bias,best_dmn_e_value,best_dmn_bitscore,best_dmn_bias,dne_exp,dne_reg,dne_clu,dne_ov,dne_env,dne_dom,dne_rep,dne_inc,s_description,cluster,tool,db
DLF009_GL0051363,-,cluster182b,-,1.1e-07,41.1,0.7,2.7e-07,39.8,0.7,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold35184_2:3:764:- [Lack 3'-end] codon-table.11,182b,hmmsearch,metahit_2014_pep
MH0227_GL0018970,-,cluster182b,-,1.2e-07,40.9,2.3,4.2e-07,39.1,2.3,2.1,1,0,0,1,1,1,1,[gene]  locus=scaffold56933_1:223:1248:+ [Lack 3'-end] codon-table.11,182b,hmmsearch,metahit_2014_pep
T2D-139A_GL0023728,-,cluster182b,-,1.5e-07,40.6,1.4,1.5e-07,40.6,1.4,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold47904_2:3331:4407:+ [Complete] codon-table.11,182b,hmmsearch,metahit_2014_pep
159227541-stool1_revised_C449860_1_gene44636,-,cluster182b,-,2.8e-07,39.7,1.3,2.8e-07,39.7,1.3,2.0,2,1,0,2,2,1,1,strand:+  start:34 stop:765 length:732 start_codon:yes stop_codon:no gene_type:incomplete [Lack 3'-end] codon-table.11,182b,hmmsearch,metahit_2014_pep
V1.UC30-0_GL0081178,-,cluster182b,-,5.1e-07,38.9,1.3,1.7e-06,37.2,1.3,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold42637_2:171:1250:- [Lack 5'-end] codon-table.11,182b,hmmsearch,metahit_2014_pep
O2.UC49-0_GL0161428,-,cluster182b,-,0.00025,30.3,2.1,0.00025,30.3,2.1,2.5,1,1,1,2,2,1,1,[gene]  locus=scaffold11326_2:3:995:+ [Lack 5'-end] codon-table.11,182b,hmmsearch,metahit_2014_pep
765074482-stool2_revised_scaffold13497_1_gene51817,-,cluster182b,-,0.00029,30.0,1.2,0.00029,30.0,1.2,2.4,3,0,0,3,3,1,1,strand:+  start:1297 stop:2334 length:1038 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,182b,hmmsearch,metahit_2014_pep
SZEY-08A_GL0063865,-,cluster211a,-,2.3e-35,128.8,0.7,6.799999999999999e-35,127.3,0.7,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold46467_3:639:2621:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0393_GL0006776,-,cluster211a,-,2.7e-35,128.6,0.7,9e-35,126.9,0.7,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold55686_1:4069:5391:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC29-1_GL0029605,-,cluster211a,-,3.0999999999999996e-35,128.4,0.7,9.7e-35,126.8,0.7,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold70525_1:2:1570:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
DOM013_GL0105508,-,cluster211a,-,3.0999999999999996e-35,128.4,0.9,7.4e-35,127.2,0.9,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold64129_1:3:1007:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC48-2_GL0132884,-,cluster211a,-,3.5999999999999997e-35,128.2,0.6,7.699999999999999e-35,127.1,0.6,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold24400_2:2:589:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
765094712-stool2_revised_C458790_1_gene12139,-,cluster211a,-,3.9e-35,128.1,0.6,1e-34,126.8,0.6,1.7,1,0,0,1,1,1,1,strand:+  start:371 stop:1621 length:1251 start_codon:yes stop_codon:no gene_type:incomplete [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
N051A_GL0008262,-,cluster211a,-,5.1e-35,127.7,0.8,1.4999999999999998e-34,126.2,0.8,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold9046_1:1040:3019:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
DLF009_GL0051700,-,cluster211a,-,6.299999999999999e-35,127.4,0.9,1.8999999999999998e-34,125.9,0.9,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold1622_2:486:2465:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
160319967-stool1_revised_C533568_1_gene93200,-,cluster211a,-,7.499999999999999e-35,127.2,0.7,1.6e-34,126.1,0.7,1.6,1,0,0,1,1,1,1,strand:-  start:3 stop:977 length:975 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
638754422-stool2_revised_C547269_1_gene46740,-,cluster211a,-,1.1000000000000002e-34,126.6,0.8,2.5e-34,125.5,0.8,1.6,1,0,0,1,1,1,1,strand:-  start:3 stop:806 length:804 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-139A_GL0023726,-,cluster211a,-,1.8e-34,125.9,0.6,1.8e-34,125.9,0.6,2.2,2,0,0,2,2,1,1,[gene]  locus=scaffold47904_2:877:2826:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI10_GL0068504,-,cluster211a,-,2e-34,125.8,0.9,6.1e-34,124.3,0.9,1.9,1,0,0,1,1,1,1,[gene]  locus=C724818_1:159:2144:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC37-0_GL0047728,-,cluster211a,-,5.7e-34,124.4,0.6,1.6e-33,122.9,0.6,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold29492_4:102:2069:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
765074482-stool2_revised_scaffold13497_1_gene51815,-,cluster211a,-,8.7e-34,123.8,0.8,3.1e-33,122.0,0.7,2.1,2,0,0,2,2,1,1,strand:+  start:3 stop:794 length:792 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
DLF009_GL0051365,-,cluster211a,-,1.7999999999999998e-33,122.7,0.9,1.3e-32,120.0,1.6,2.1,2,0,0,2,2,1,1,[gene]  locus=scaffold35184_2:1269:1985:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI19_GL0205071,-,cluster211a,-,2.3e-33,122.4,0.7,8.8e-33,120.5,0.7,2.1,1,0,0,1,1,1,1,[gene]  locus=scaffold100791_3:3:1964:- [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC37-1_GL0081820,-,cluster211a,-,3.1e-33,122.0,0.6,7.6e-33,120.7,0.6,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold29658_3:2:1678:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.CD31-0_GL0123877,-,cluster211a,-,3.2e-33,121.9,0.6,9.399999999999999e-33,120.5,0.6,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold21945_3:293:2263:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-63A_GL0080874,-,cluster211a,-,9.599999999999999e-32,117.2,0.3,3.9999999999999995e-31,115.2,0.3,2.0,2,0,0,2,2,1,1,[gene]  locus=scaffold28238_3:1:519:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
508703490-stool1_revised_C555177_1_gene20949,-,cluster211a,-,1.9e-29,109.8,0.4,1.1e-28,107.5,0.5,2.3,2,0,0,2,2,1,1,strand:-  start:147 stop:851 length:705 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC21-1_GL0043527,-,cluster211a,-,8.3e-27,101.4,1.1,8.3e-27,101.4,1.1,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold91142_2:2:883:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0370_GL0037289,-,cluster211a,-,8.799999999999999e-25,94.9,0.1,3.3e-24,93.1,0.1,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold83972_3:3:1235:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
763759525-stool1_revised_C491276_1_gene11509,-,cluster211a,-,1.2e-24,94.5,0.3,4.0000000000000004e-24,92.8,0.3,1.9,1,0,0,1,1,1,1,strand:-  start:3 stop:1226 length:1224 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0412_GL0136993,-,cluster211a,-,1.3e-24,94.4,0.3,2.9e-24,93.2,0.3,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold84828_1:3:602:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC49-0_GL0000460,-,cluster211a,-,5.7e-24,92.3,0.5,2.3999999999999997e-23,90.3,0.5,2.2,1,0,0,1,1,1,1,[gene]  locus=scaffold11326_4:3:674:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
765074482-stool2_revised_scaffold44962_1_gene154685,-,cluster211a,-,1.4000000000000002e-21,84.7,0.1,2.8999999999999996e-21,83.6,0.1,1.5,1,0,0,1,1,1,1,strand:+  start:2 stop:1036 length:1035 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC26-0_GL0015886,-,cluster211a,-,3.6999999999999995e-21,83.3,0.1,8.100000000000001e-21,82.2,0.1,1.5,1,0,0,1,1,1,1,[gene]  locus=C354032_1:2397:4358:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
158883629-stool1_revised_C125579_1_gene10792,-,cluster211a,-,5.2e-21,82.9,0.1,1.2e-20,81.7,0.1,1.5,1,0,0,1,1,1,1,strand:-  start:458 stop:1660 length:1203 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
763678604-stool2_revised_C1151936_1_gene11577,-,cluster211a,-,1.0000000000000001e-20,81.9,0.1,2.2000000000000002e-20,80.8,0.1,1.5,1,0,0,1,1,1,1,strand:+  start:1004 stop:2965 length:1962 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
NOM023_GL0006457,-,cluster211a,-,3.2000000000000003e-20,80.3,0.1,4.6e-20,79.8,0.1,1.2,1,0,0,1,1,1,1,[gene]  locus=scaffold10944_1:2:316:- [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
159490532-stool1_revised_C490420_1_gene14301,-,cluster211a,-,6.3e-19,76.2,0.1,1.7000000000000002e-18,74.8,0.1,1.7,1,0,0,1,1,1,1,strand:-  start:2 stop:1111 length:1110 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
159591683-stool2_revised_scaffold5307_1_gene16282,-,cluster211a,-,2.7000000000000003e-18,74.2,0.9,5.4000000000000005e-18,73.2,0.1,1.9,2,0,0,2,2,1,1,strand:+  start:2 stop:1366 length:1365 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
BGI-27A_GL0036640,-,cluster211a,-,4.9e-18,73.3,0.1,1.3e-17,72.0,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold45107_1:1:543:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC18-0_GL0024290,-,cluster211a,-,4.9e-18,73.3,0.1,1.8e-17,71.5,0.1,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold11084_1:2256:4217:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.CD3-0-PN_GL0032973,-,cluster211a,-,3.4000000000000004e-17,70.6,0.1,1e-16,69.1,0.1,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold34046_2:1937:3583:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
550534656-stool1_revised_C440340_1_gene11779,-,cluster211a,-,5.4e-17,70.0,0.4,1.3e-16,68.8,0.4,1.6,1,0,0,1,1,1,1,strand:-  start:3 stop:1037 length:1035 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
763860675-stool1_revised_C1170142_1_gene12360,-,cluster211a,-,5.799999999999999e-17,69.9,0.6,1.3e-16,68.8,0.1,1.9,2,0,0,2,2,1,1,strand:+  start:240 stop:2198 length:1959 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC20-1_GL0164763,-,cluster211a,-,1.3999999999999998e-16,68.6,0.1,3.7e-16,67.3,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold68957_4:2:1237:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
NOM018_GL0025181,-,cluster211a,-,1.7e-14,62.0,1.2,3.9e-14,60.8,1.2,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold30905_6:1:522:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0128_GL0047221,-,cluster211a,-,2e-14,61.7,0.2,4.7e-14,60.6,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold9110_1:20:1219:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0071_GL0069598,-,cluster211a,-,2.1000000000000002e-14,61.7,0.3,5e-14,60.5,0.3,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold45939_1:556:2613:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0073_GL0006292,-,cluster211a,-,1.5e-13,59.0,0.2,2.9e-13,58.0,0.2,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold20143_1:10:708:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0265_GL0171032,-,cluster211a,-,2.3e-13,58.4,0.1,4.8e-13,57.3,0.1,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold22240_2:1:555:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC15-0_GL0063055,-,cluster211a,-,2.8e-13,58.1,0.6,6.999999999999999e-13,56.8,0.5,1.7,2,0,0,2,2,1,1,[gene]  locus=scaffold48142_3:2:634:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-113A_GL0109606,-,cluster211a,-,3.2e-13,57.9,0.5,8.100000000000001e-13,56.6,0.5,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold61917_1:3:1202:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0416_GL0134296,-,cluster211a,-,3.3e-13,57.9,1.4,8.100000000000001e-13,56.6,1.4,1.6,1,0,0,1,1,1,1,[gene]  locus=C1815655_1:1362:3275:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-19A_GL0114232,-,cluster211a,-,6.4e-13,56.9,0.7,1.6999999999999998e-12,55.5,0.7,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold48074_2:1:1029:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC50-2_GL0193466,-,cluster211a,-,6.7e-13,56.9,1.2,2.5000000000000003e-12,55.0,1.2,2.0,1,0,0,1,1,1,1,[gene]  locus=C2417928_1:2893:4806:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC17-1_GL0090028,-,cluster211a,-,9.8e-13,56.4,1.0,3.1e-12,54.7,1.0,1.9,1,0,0,1,1,1,1,[gene]  locus=scaffold74012_1:818:2731:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.CD40-0_GL0031315,-,cluster211a,-,4.6e-12,54.2,1.3,1.0000000000000001e-11,53.1,1.3,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold123548_6:2:1099:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC24-0_GL0059631,-,cluster211a,-,6.799999999999999e-12,53.7,0.9,2.0000000000000002e-11,52.2,0.9,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold54828_3:2:1435:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0360_GL0029167,-,cluster211a,-,7.9e-12,53.4,0.2,2.2999999999999998e-11,52.0,0.2,1.8,1,0,0,1,1,1,1,[gene]  locus=C841725_1:3:938:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
604812005-stool2_revised_C645790_1_gene44171,-,cluster211a,-,8.1e-12,53.4,0.2,2.3999999999999998e-11,51.9,0.2,1.7,2,0,0,2,2,1,1,strand:+  start:3 stop:656 length:654 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC50-0_GL0017903,-,cluster211a,-,9.400000000000001e-12,53.2,0.7,2.2999999999999998e-11,52.0,0.7,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold179381_1:77:1069:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC40-2_GL0011958,-,cluster211a,-,1.0000000000000001e-11,53.1,0.9,1.0000000000000001e-11,53.1,0.9,2.3,2,0,0,2,2,1,1,[gene]  locus=scaffold117797_5:2:919:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
DLF005_GL0077775,-,cluster211a,-,1.1999999999999999e-11,52.9,0.9,1.1999999999999999e-11,52.9,0.9,2.1,2,0,0,2,2,1,1,[gene]  locus=scaffold13093_2:2:994:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
158742018-stool1_revised_scaffold5198_1_gene65230,-,cluster211a,-,1.1999999999999999e-11,52.8,0.2,3.2e-11,51.5,0.2,1.7,1,0,0,1,1,1,1,strand:-  start:3 stop:1172 length:1170 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC57-0_GL0055153,-,cluster211a,-,1.2999999999999999e-11,52.8,0.7,3e-11,51.6,0.7,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold118213_1:2:1753:- [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
DOM014_GL0013046,-,cluster211a,-,1.4e-11,52.6,0.7,3.7e-11,51.3,0.7,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold33779_1:1:1383:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC49-0_GL0108626,-,cluster211a,-,1.6e-11,52.4,0.5,4.5e-11,51.0,0.4,1.8,2,0,0,2,2,1,1,[gene]  locus=scaffold4667_3:2:838:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
DOM014_GL0048323,-,cluster211a,-,2.1e-11,52.1,0.4,4.7e-11,51.0,0.4,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold13560_1:432:2444:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC48-1_GL0030236,-,cluster211a,-,2.2999999999999998e-11,51.9,0.6,2.2999999999999998e-11,51.9,0.6,2.0,2,0,0,2,2,1,1,[gene]  locus=C1565470_1:1035:2936:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC60-0_GL0024481,-,cluster211a,-,2.7e-11,51.7,0.9,2.7e-11,51.7,0.9,2.4,3,0,0,3,3,1,1,[gene]  locus=scaffold69684_3:2:1834:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC5-1_GL0091710,-,cluster211a,-,3e-11,51.6,0.9,3e-11,51.6,0.9,1.9,2,0,0,2,2,1,1,[gene]  locus=C871986_1:835:2826:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-143A_GL0056878,-,cluster211a,-,3.0999999999999996e-11,51.5,0.9,3.0999999999999996e-11,51.5,0.9,2.4,3,0,0,3,3,1,1,[gene]  locus=C378927_1:2548:4566:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC50-2_GL0193083,-,cluster211a,-,4.2e-11,51.1,1.0,4.2e-11,51.1,1.0,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold122486_1:798:2783:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC29-0_GL0056445,-,cluster211a,-,4.7e-11,51.0,0.8,4.7e-11,51.0,0.8,2.1,2,0,0,2,2,1,1,[gene]  locus=scaffold38920_2:3:1178:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI04_GL0132835,-,cluster211a,-,4.9e-11,50.9,0.8,4.9e-11,50.9,0.8,2.1,2,0,0,2,2,1,1,[gene]  locus=scaffold74271_4:2:1225:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC47-4_GL0167481,-,cluster211a,-,5.7000000000000003e-11,50.7,0.3,2.3e-10,48.8,0.3,2.0,1,0,0,1,1,1,1,[gene]  locus=scaffold42800_2:2:1558:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI04_GL0052726,-,cluster211a,-,6.6e-11,50.5,0.2,1.5e-10,49.3,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=C1652298_1:1048:3018:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC24-0_GL0101672,-,cluster211a,-,7.900000000000001e-11,50.2,0.7,1.9e-10,49.0,0.7,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold88120_1:585:2570:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.CD43-0_GL0020689,-,cluster211a,-,8.2e-11,50.2,2.4,1e-10,49.9,1.0,1.9,2,0,0,2,2,1,1,[gene]  locus=scaffold71871_2:2:685:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
T2D-105A_GL0086241,-,cluster211a,-,9.599999999999999e-11,50.0,0.2,2.2000000000000002e-10,48.8,0.2,1.6,1,0,0,1,1,1,1,[gene]  locus=C685537_1:1190:3175:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC30-1_GL0066603,-,cluster211a,-,1.3000000000000002e-10,49.5,0.3,4e-10,48.0,0.3,1.8,1,0,0,1,1,1,1,[gene]  locus=scaffold69359_2:1:1635:- [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI30_GL0016231,-,cluster211a,-,4.4000000000000003e-10,47.9,0.3,1.3e-09,46.3,0.3,1.8,1,0,0,1,1,1,1,[gene]  locus=C1434338_1:2893:4785:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI01_GL0165801,-,cluster211a,-,8e-10,47.0,0.4,2.6e-09,45.4,0.4,1.8,1,0,0,1,1,1,1,[gene]  locus=C1584882_1:2:1342:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
NLF011_GL0014295,-,cluster211a,-,9e-10,46.9,0.1,2.4e-09,45.5,0.1,1.7,1,0,0,1,1,1,1,[gene]  locus=scaffold26380_2:263:2137:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0376_GL0067384,-,cluster211a,-,1.4000000000000001e-09,46.2,1.0,2.8000000000000003e-09,45.3,1.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold28900_1:3:1481:- [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC3-0_GL0051456,-,cluster211a,-,3.5e-09,45.0,0.2,6e-08,41.0,0.0,2.4,2,0,0,2,2,1,1,[gene]  locus=C1576651_1:2106:4136:+ [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
DOM014_GL0004376,-,cluster211a,-,3.7e-09,44.9,0.1,4.3e-09,44.7,0.1,1.0,1,0,0,1,1,1,1,[gene]  locus=scaffold22150_5:534:683:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI10_GL0109556,-,cluster211a,-,5.5000000000000004e-09,44.3,0.4,5.7999999999999997e-08,41.1,0.0,2.4,2,0,0,2,2,1,1,[gene]  locus=scaffold40471_4:3:1100:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
ED10A_GL0012930,-,cluster211a,-,6.1e-09,44.2,0.1,8.9e-08,40.5,0.0,2.4,2,0,0,2,2,1,1,[gene]  locus=C1004854_1:961:3042:- [Complete] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.UC27-0_GL0122256,-,cluster211a,-,8.199999999999999e-09,43.8,0.0,1.5e-07,39.7,0.0,2.3,2,0,0,2,2,1,1,[gene]  locus=scaffold124960_3:1:705:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC38-1_GL0136450,-,cluster211a,-,1.2e-08,43.2,0.0,2.5e-08,42.2,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold76027_1:667:1425:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
159611913-stool2_revised_C565383_1_gene62285,-,cluster211a,-,1.6e-08,42.9,0.0,3.3e-08,41.9,0.0,1.5,1,0,0,1,1,1,1,strand:+  start:2 stop:817 length:816 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC36-1_GL0109950,-,cluster211a,-,2.4e-08,42.3,0.0,1.1e-07,40.2,0.0,2.1,3,0,0,3,3,1,1,[gene]  locus=C1039472_1:1:1356:+ [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
159611913-stool1_revised_C755310_1_gene26599,-,cluster211a,-,3.5e-08,41.8,0.0,7.4e-08,40.7,0.0,1.5,1,0,0,1,1,1,1,strand:+  start:2 stop:1411 length:1410 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
NOM013_GL0005689,-,cluster211a,-,3.6e-08,41.7,0.0,7.299999999999999e-08,40.7,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold14751_11:127:840:- [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
O2.UC28-0_GL0113594,-,cluster211a,-,4.3e-08,41.5,0.0,8.1e-08,40.6,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold140749_1:3:755:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0417_GL0079411,-,cluster211a,-,4.4000000000000004e-08,41.4,0.0,8e-08,40.6,0.0,1.4,1,0,0,1,1,1,1,[gene]  locus=scaffold107931_2:2:559:+ [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
V1.FI08_GL0077710,-,cluster211a,-,5.5e-08,41.1,0.0,1.1e-07,40.1,0.0,1.5,1,0,0,1,1,1,1,[gene]  locus=scaffold63986_1:2:592:- [Lack both ends] codon-table.11,211a,hmmsearch,metahit_2014_pep
675950834-stool1_revised_C815733_1_gene3299,-,cluster211a,-,5.7999999999999997e-08,41.1,0.0,3.4e-07,38.6,0.0,2.2,2,0,0,2,2,1,1,strand:-  start:5223 stop:6362 length:1140 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
MH0227_GL0047851,-,cluster211a,-,6.099999999999999e-08,41.0,0.9,1.4e-07,39.9,0.9,1.6,1,0,0,1,1,1,1,[gene]  locus=scaffold38657_2:10:1329:+ [Lack 3'-end] codon-table.11,211a,hmmsearch,metahit_2014_pep
